Date,Hour,Operator,Batch Serial Number,Measure number,Measure state,Serial Number,L 64.8,L 35.4,L 46.6,L 82,L 128.6,L 164,Runout E31-E22,Runout E21-E12,Runout E11 tube end,Angular difference E32-E12 pos tool,Angular difference E31-E12 pos tool,Angular difference E22-E12 pos tool,Angular difference E21-E12 pos tool,Angular difference E11-E12 pos tool,
Drawing Id,,,,,,,52.6P,52.5P,52.4P,52.3P,52.2P,52.1P,301,301,301,29.3P,29.3P,29.2P,29.2P,29.1P
Description,,,,,,,,,,,,,,,,,,,,
Nominal value,,,,,,,64.8000,35.4000,46.6000,82.0000,128.6000,164.0000,0.0000,0.0000,0.0000,240.0000,240.0000,120.0000,120.0000,0.0000
03-09-2025,13:39:29,Administrator: user,,105,2,480022280252460290,64.4292,35.3732,46.6366,82.0258,128.6259,164.0620,0.0722,0.1524,0.0583,239.9203,238.2063,120.5989,119.2179,2.1740
03-09-2025,13:47:08,Administrator: user,,106,0,480022280252460289,64.6287,35.4579,46.5723,82.0035,128.6005,163.9827,0.0212,0.0533,0.0222,241.1305,240.0763,121.3517,120.4712,0.6983
03-09-2025,13:48:14,Administrator: user,,107,0,480022280252460287,64.6319,35.3973,46.6620,82.0385,128.6253,164.0377,0.0376,0.0931,0.0414,241.2335,239.2760,121.2548,120.1954,1.1065
03-09-2025,13:49:15,Administrator: user,,108,2,480022280252460274,64.1320,35.4293,46.6023,82.0082,128.5918,164.0229,0.0695,0.1296,0.0153,241.6288,240.6426,121.1168,121.1713,-0.2670
03-09-2025,13:50:23,Administrator: user,,109,0,480022280252460145,64.5994,35.4536,46.6162,82.0386,128.6520,164.0475,0.0546,0.0618,0.0154,240.0410,239.0810,118.7866,119.3690,0.9089
03-09-2025,13:51:23,Administrator: user,,110,1,480022280252460046,64.3059,35.5371,46.5638,82.0105,128.6040,164.0416,0.0453,0.0565,0.0068,239.9595,238.5889,120.4786,118.9536,1.1136
03-09-2025,13:52:24,Administrator: user,,111,2,480022280252460141,64.6133,35.4306,46.6228,82.0434,128.5779,164.0213,0.1007,0.1988,0.0347,241.0325,239.0779,121.4171,120.0679,0.5353
03-09-2025,13:53:24,Administrator: user,,112,0,480022280252460147,64.6514,35.4489,46.5548,82.0349,128.6304,164.0572,0.0288,0.0523,0.0121,240.9533,240.5908,120.4572,120.3338,-0.0095
03-09-2025,13:54:26,Administrator: user,,113,2,480022280252460124,64.2656,35.5304,46.5119,82.0349,128.6182,163.9962,0.1201,0.1720,0.0152,240.8336,240.4552,119.6771,119.5334,0.7442
03-09-2025,13:56:03,Administrator: user,,114,1,480022280252460140,64.3128,35.4857,46.6332,82.0438,128.6458,164.0327,0.0687,0.0856,0.0051,240.4090,239.1097,120.1107,118.4075,0.4507
03-09-2025,13:57:04,Administrator: user,,115,1,480022280252460047,64.6415,35.5523,46.6267,82.0334,128.6290,163.9919,0.0959,0.1469,0.0114,240.4576,239.1580,121.1004,118.7981,1.7333
03-09-2025,13:58:07,Administrator: user,,116,0,480022280252460121,64.6082,35.3875,46.5734,82.0429,128.6482,164.0371,0.0816,0.1065,0.0139,240.8700,240.6849,121.3460,120.5008,-0.5371
03-09-2025,13:59:05,Administrator: user,,117,2,480022280252460146,64.1213,35.4141,46.6137,82.0244,128.6352,164.0369,0.1555,0.2606,0.0127,241.0782,240.1601,121.1416,121.3945,0.8068
03-09-2025,14:00:11,Administrator: user,,118,1,480022280252460031,64.6169,35.4005,46.5957,82.0576,128.6236,164.0529,0.0611,0.1350,0.0107,240.5375,239.9251,121.0366,120.8392,0.7622
03-09-2025,14:01:11,Administrator: user,,119,2,480022280252460142,64.0281,35.5334,46.5661,82.0315,128.6397,164.0312,0.0624,0.0889,0.0122,240.5215,239.3433,120.9316,119.6256,1.4104
03-09-2025,14:02:15,Administrator: user,,120,2,480022280252460138,64.2626,35.4631,46.5570,82.0489,128.6696,164.0372,0.0968,0.1158,0.0162,239.1047,239.0187,119.8471,118.7118,2.4361
03-09-2025,14:03:17,Administrator: user,,121,2,480022280252460144,64.1808,35.4639,46.5542,82.0210,128.6226,164.0845,0.0694,0.0561,0.0072,239.1385,239.8091,119.5161,118.5165,0.9869
03-09-2025,14:04:31,Administrator: user,,122,0,480022280252460149,64.5843,35.4040,46.6641,82.0480,128.5816,164.0214,0.0264,0.0699,0.0046,240.7796,240.8736,121.2699,121.1278,-0.3350
03-09-2025,14:05:45,Administrator: user,,123,0,480022280252460328,64.6110,35.4432,46.6642,82.0433,128.6784,164.0609,0.0671,0.1064,0.0029,240.6654,240.0679,121.2454,119.9878,0.0291
03-09-2025,14:06:57,Administrator: user,,124,2,480022280252460143,64.6533,35.4755,46.5951,82.0317,128.6252,164.0055,0.0770,0.1663,0.0060,240.9443,241.4822,121.4607,121.5054,-0.5560
03-09-2025,14:07:59,Administrator: user,,125,0,480022280252460119,64.6416,35.4487,46.6116,82.0456,128.6392,164.0476,0.0130,0.0599,0.0124,239.2270,238.9529,119.6878,120.3354,0.9311
03-09-2025,14:09:36,Administrator: user,,126,1,480022280252460329,64.5509,35.4418,46.6672,82.0186,128.6604,164.1105,0.0834,0.0844,0.0114,239.7591,238.9335,119.6108,118.3369,0.8650
03-09-2025,14:10:56,Administrator: user,,127,2,480022280252460120,64.2319,35.4603,46.5585,82.0131,128.6248,164.0104,0.0920,0.1242,0.0033,240.0244,240.2955,120.0887,120.2125,0.6841
03-09-2025,14:12:03,Administrator: user,,128,0,480022280252460101,64.6118,35.4241,46.6279,82.0559,128.6362,164.0053,0.0307,0.1103,0.0057,240.4531,239.2869,121.3935,120.2497,-0.1620
03-09-2025,14:13:08,Administrator: user,,129,0,480022280252460330,64.6236,35.4579,46.6554,82.0113,128.6172,164.0223,0.0424,0.1038,0.0054,241.0960,239.7465,121.2308,118.8639,0.4300
03-09-2025,14:14:09,Administrator: user,,130,2,480022280252460327,64.1816,35.4753,46.6066,82.0256,128.6491,164.0371,0.0501,0.0528,0.0119,239.8491,238.7343,119.5462,118.9794,0.9116
03-09-2025,14:15:16,Administrator: user,,131,2,480022280252460406,64.5975,35.4217,46.5546,82.0084,128.5913,163.9893,0.0736,0.1542,0.0088,240.6023,240.1650,122.2630,121.2871,-0.7545
03-09-2025,14:16:24,Administrator: user,,132,0,480022280252460408,64.6044,35.5785,46.5987,82.0649,128.6242,164.0696,0.0450,0.0392,0.0159,239.5256,239.7190,119.4619,119.8816,0.2791
03-09-2025,14:17:25,Administrator: user,,133,0,480022280252460407,64.5221,35.4058,46.5652,82.0182,128.5905,164.0533,0.0378,0.0453,0.0377,240.5065,240.8937,120.3420,120.1355,-0.0592
03-09-2025,14:18:33,Administrator: user,,134,2,480022280252460413,64.6151,35.4332,46.5819,82.0156,128.5896,164.1120,0.1522,0.2198,0.0152,240.7183,240.8018,119.3093,119.2502,-0.4086
03-09-2025,14:19:40,Administrator: user,,135,2,480022280252460104,64.0300,35.4558,46.5338,82.0446,128.5835,164.0942,0.0573,0.1031,0.0023,241.6151,240.6269,120.8921,120.0733,-0.2758
03-09-2025,14:20:43,Administrator: user,,136,2,480022280252450326,64.6171,35.3813,46.6670,82.0353,128.6631,164.0592,0.0685,0.0941,0.0081,239.8727,237.2834,120.7660,118.6371,2.3542
03-09-2025,14:21:49,Administrator: user,,137,2,480022280252450330,64.6328,35.4028,46.6267,82.0619,128.6322,164.0162,0.0467,0.0456,0.0192,239.6752,237.2934,120.3396,117.8133,3.0735
03-09-2025,14:23:24,Administrator: user,,138,2,480022280252460148,64.1834,35.4314,46.6356,82.0517,128.6016,164.0562,0.1123,0.1082,0.0146,240.6928,239.6949,119.4688,118.8897,0.5225
03-09-2025,14:24:29,Administrator: user,,139,2,480022280252460030,63.9821,35.4637,46.5598,81.9677,128.6371,164.0399,0.1306,0.1486,0.0129,239.8344,238.8477,118.5788,118.5882,0.7933
03-09-2025,14:25:32,Administrator: user,,140,1,480022280252460042,64.3210,35.4295,46.6232,82.0082,128.5559,164.0423,0.0451,0.0874,0.0090,240.3870,240.1731,120.8149,119.5122,1.0583
03-09-2025,14:27:08,Administrator: user,,141,2,480022280252450333,64.4171,35.4213,46.6377,82.0328,128.5913,164.0368,0.0860,0.1515,0.0098,241.4412,238.1550,121.7670,120.1723,2.2837
03-09-2025,14:28:11,Administrator: user,,142,1,480022280252460029,64.6549,35.4831,46.6332,82.0241,128.6173,164.0409,0.0816,0.1375,0.0169,239.7225,240.1666,120.5385,120.3907,-0.0334
03-09-2025,14:29:17,Administrator: user,,143,2,480022280252450329,64.3150,35.5327,46.6290,82.0316,128.5772,164.0184,0.0648,0.0914,0.0122,240.3035,238.5037,120.5705,117.4464,2.0048
03-09-2025,14:30:22,Administrator: user,,144,0,480022280252460033,64.6312,35.3780,46.6602,82.0510,128.6467,164.0357,0.0729,0.1128,0.0060,239.9251,239.7557,119.9336,119.2118,0.0573
03-09-2025,14:31:22,Administrator: user,,145,2,480022280252460048,64.0575,35.4412,46.5306,82.0203,128.5611,164.0036,0.0684,0.1074,0.0114,242.1139,239.6432,121.2319,120.1210,-0.6819
03-09-2025,14:32:23,Administrator: user,,146,2,480022280252460016,64.5410,35.4606,46.5887,81.9962,128.5549,164.0423,0.0381,0.0633,0.0074,239.0071,237.7547,119.5602,118.5915,1.5444
03-09-2025,14:33:24,Administrator: user,,147,0,480022280252460034,64.4207,35.3990,46.6439,82.0463,128.6525,164.0645,0.0710,0.0864,0.0077,239.0768,239.7049,119.1175,118.8666,1.1357
03-09-2025,14:34:32,Administrator: user,,148,2,480022280252450334,64.6073,35.4515,46.6500,82.0430,128.6440,164.0521,0.0720,0.0653,0.0075,240.8571,238.5266,121.1041,117.9379,2.3269
03-09-2025,14:35:31,Administrator: user,,149,2,480022280252460032,64.1989,35.3830,46.5694,81.9978,128.6430,164.0355,0.0561,0.0750,0.0135,242.0666,241.6077,121.0024,120.4028,0.0890
03-09-2025,14:37:03,Administrator: user,,150,2,480022280252450334,64.6047,35.4512,46.6529,82.0462,128.6467,164.0554,0.0721,0.0661,0.0038,240.9548,238.5320,120.9496,117.9713,2.1819
03-09-2025,14:38:51,Administrator: user,,151,2,480022280252460035,64.6317,35.4806,46.6381,82.0310,128.5637,164.0287,0.0448,0.0906,0.0099,241.4139,240.8191,122.2744,120.1761,-0.0859
03-09-2025,14:41:33,Administrator: user,,152,2,480022280252450332,64.6300,35.4004,46.7144,82.0708,128.6852,164.0743,0.0863,0.1322,0.0121,240.4932,239.2146,121.2836,119.0506,2.2021
03-09-2025,14:42:35,Administrator: user,,153,2,480022280252460036,64.2659,35.3729,46.5495,81.9766,128.6511,164.0296,0.0342,0.0630,0.0154,239.4607,238.4144,120.3742,119.0017,2.1364
03-09-2025,14:43:37,Administrator: user,,154,0,480022280252460037,64.6433,35.4202,46.5975,82.0417,128.6194,164.0236,0.0553,0.1019,0.0139,239.9526,240.2329,120.9053,119.9499,0.3459
03-09-2025,14:44:40,Administrator: user,,155,2,480022280252460043,64.6179,35.3835,46.6154,82.0182,128.6418,164.0081,0.0402,0.1099,0.0199,239.7999,242.5050,119.4472,119.4856,1.1222
03-09-2025,14:45:46,Administrator: user,,156,0,480022280252460015,64.5926,35.4693,46.6318,82.0388,128.6270,163.9934,0.0255,0.0181,0.0112,240.2899,239.5119,120.6906,119.4804,0.7601
03-09-2025,14:47:25,Administrator: user,,157,2,480022280252460164,63.9966,35.4030,46.6623,82.0594,128.6518,164.0648,0.0569,0.0564,0.0236,240.8175,240.8523,119.6186,120.3044,0.3530
03-09-2025,14:48:25,Administrator: user,,158,2,480022280252460226,64.1122,35.3991,46.5529,82.0113,128.5886,164.0260,0.1240,0.1767,0.0426,241.4764,240.6290,121.5923,119.1271,0.5071
03-09-2025,14:49:25,Administrator: user,,159,2,480022280252460044,64.1278,35.4364,46.5245,82.0000,128.6417,164.0186,0.1136,0.1622,0.0144,239.8672,240.3107,120.7402,119.8450,0.9196
03-09-2025,14:51:25,Administrator: user,,160,1,480022280252460411,64.6602,35.4311,46.5730,82.0244,128.6126,164.0458,0.0687,0.1243,0.0091,240.1255,240.5422,120.3472,120.9854,0.2313
03-09-2025,14:52:36,Administrator: user,,161,2,480022280252460234,64.2034,35.4787,46.6214,81.9646,128.5779,164.0265,0.0786,0.1603,0.0021,240.6059,239.4655,120.8065,119.3535,0.8685
03-09-2025,14:53:39,Administrator: user,,162,2,480022280252460010,64.1155,35.5219,46.6317,81.9841,128.6293,164.0465,0.0919,0.1408,0.0115,240.0811,240.0634,120.6510,120.0230,0.2600
03-09-2025,14:54:39,Administrator: user,,163,2,480022280252460014,64.2447,35.4315,46.6183,82.0291,128.6229,164.0638,0.0434,0.0803,0.0139,240.2975,239.3121,120.7366,118.2104,0.8985
03-09-2025,14:55:41,Administrator: user,,164,2,480022280252450270,64.5925,35.4175,46.6162,82.0750,128.6031,164.0555,0.0684,0.0882,0.0158,240.3261,237.5356,118.8861,117.7445,2.4708
03-09-2025,14:57:42,Administrator: user,,165,0,480022280252460038,64.6109,35.3802,46.6325,82.0080,128.6894,164.0617,0.0771,0.0682,0.0181,239.7702,238.9897,119.4010,119.4066,0.9704
03-09-2025,14:58:57,Administrator: user,,166,0,480022280252460013,64.6200,35.4784,46.6305,82.0479,128.6293,164.0481,0.0524,0.0751,0.0146,241.3082,240.2352,120.8936,120.0306,1.3466
03-09-2025,15:00:15,Administrator: user,,167,2,480022280252460136,64.1200,35.4556,46.5500,82.0091,128.5946,164.0503,0.0942,0.1476,0.0158,241.1217,239.9049,122.4538,120.6900,-0.0102
03-09-2025,15:02:27,Administrator: user,,168,2,480022280252460196,64.0928,35.4220,46.4975,81.9848,128.6192,164.0331,0.0630,0.1075,0.0158,241.1016,239.3758,120.7144,118.6432,0.4051
03-09-2025,15:03:31,Administrator: user,,169,2,480022280252450227,64.1688,35.4349,46.5758,82.0345,128.6513,164.0928,0.0713,0.0323,0.0059,239.9825,239.3032,119.6681,119.0227,0.6131
03-09-2025,15:04:36,Administrator: user,,170,2,480022280252450273,64.1607,35.4271,46.5892,82.0418,128.6176,164.0520,0.0456,0.0243,0.0053,239.8110,239.0748,120.0089,118.4201,1.8735
03-09-2025,15:07:46,Administrator: user,,171,2,480022280252450229,64.1188,35.3785,46.5368,82.0699,128.6195,163.9947,0.0575,0.0574,0.0142,240.4533,238.9513,119.6889,119.4916,-0.2246
03-09-2025,15:09:15,Administrator: user,,172,2,480022280252460136,64.1213,35.4557,46.5524,82.0103,128.5920,164.0517,0.0925,0.1459,0.0108,241.1254,239.8859,120.5275,120.6626,0.1340
03-09-2025,15:10:43,Administrator: user,,173,2,480022280252460226,64.1109,35.4021,46.5423,82.0094,128.5927,164.0235,0.1206,0.1715,0.0240,241.7346,240.8911,121.7610,119.3634,0.3023
03-09-2025,15:14:25,Administrator: user,,174,2,480022280252450332,64.6406,35.4009,46.7152,82.0717,128.6860,164.0734,0.0902,0.1385,0.0135,240.6311,239.2272,121.2866,119.0611,2.2140
03-09-2025,15:16:54,Administrator: user,,175,2,480022280252450221,64.2158,35.4129,46.5262,82.0184,128.5855,164.0192,0.0523,0.0897,0.0033,240.6072,240.7713,120.9703,122.0252,-1.3289
03-09-2025,15:18:10,Administrator: user,,176,2,480022280252450219,64.2184,35.3994,46.6808,81.9826,128.5647,164.0755,0.0639,0.0737,0.0043,240.5542,241.5148,119.3970,121.3758,-0.8031
03-09-2025,15:19:22,Administrator: user,,177,0,480022280252450238,64.6131,35.4341,46.5909,82.0475,128.6088,164.0433,0.0412,0.0920,0.0197,240.0101,241.2759,121.0854,121.5241,-0.6316
03-09-2025,15:20:28,Administrator: user,,178,2,480022280252450215,64.2911,35.3846,46.6247,82.0095,128.5502,164.0194,0.0345,0.0791,0.0123,241.3950,241.8964,121.3377,121.2407,-2.2781
03-09-2025,15:21:40,Administrator: user,,179,2,480022280252450287,64.1278,35.3710,46.5553,82.0097,128.6190,164.0217,0.0076,0.0487,0.0048,240.3840,239.9034,120.5192,119.9768,0.3151
03-09-2025,15:22:49,Administrator: user,,180,2,480022280252450283,64.1995,35.4552,46.5952,82.0023,128.5976,164.0087,0.0875,0.1772,0.0030,241.6617,240.3534,121.8958,121.8561,-0.3925
03-09-2025,15:24:17,Administrator: user,,181,1,480022280252450130,64.6585,35.3570,46.6734,82.1379,128.6233,164.0197,0.0527,0.0981,0.0041,241.6725,240.9251,120.3203,120.4423,-0.1959
03-09-2025,15:25:51,Administrator: user,,182,2,480022280252450211,64.2963,35.5287,46.6149,82.0037,128.5998,164.0449,0.0938,0.1318,0.0055,240.6495,241.1607,119.8874,121.0354,-0.9346
03-09-2025,15:27:01,Administrator: user,,183,2,480022280252450209,64.1894,35.5301,46.6349,82.0383,128.6434,164.0673,0.0821,0.0720,0.0090,240.7212,240.6079,119.8787,120.4887,-0.4928
03-09-2025,15:28:12,Administrator: user,,184,2,480022280252450289,64.6603,35.5274,46.5780,81.9558,128.6086,163.9977,0.1164,0.1537,0.0170,240.7482,239.2932,120.5224,120.2531,0.8265
03-09-2025,15:29:39,Administrator: user,,185,2,480022280252460053,64.6428,35.4116,46.5741,82.0375,128.5474,163.9973,0.0584,0.1070,0.0105,242.1322,240.2562,121.9030,120.0810,0.1092
03-09-2025,15:30:55,Administrator: user,,186,2,480022280252450302,64.6185,35.4620,46.5676,82.0581,128.6431,164.0472,0.0380,0.0477,0.0066,239.1369,238.7943,118.7756,117.4652,2.1138
03-09-2025,15:32:06,Administrator: user,,187,1,480022280252460053,64.6403,35.4117,46.5740,82.0246,128.5500,163.9971,0.0634,0.1078,0.0027,241.9233,240.0462,121.6551,119.8516,0.3215
03-09-2025,15:33:14,Administrator: user,,188,2,480022280252450236,64.6507,35.5374,46.6191,82.0234,128.5278,164.0155,0.0660,0.1518,0.0036,239.9279,240.1751,120.8179,121.4565,0.1250
03-09-2025,15:34:34,Administrator: user,,189,2,480022280252450291,64.5824,35.4289,46.6315,81.9928,128.6297,164.0047,0.1519,0.2135,0.0042,241.1497,240.2039,121.5083,120.9929,1.0957
03-09-2025,15:35:47,Administrator: user,,190,2,480022280252460168,64.1865,35.3487,46.6780,82.1220,128.6695,164.1383,0.0416,0.0822,0.0138,239.6278,240.0812,119.8492,120.7106,0.6275
03-09-2025,15:37:09,Administrator: user,,191,2,480022280252460179,64.6274,35.4146,46.6249,82.0261,128.6361,163.9925,0.0204,0.0783,0.0202,240.8798,241.3216,120.5660,122.6674,-0.9778
03-09-2025,15:38:21,Administrator: user,,192,1,480022280252460071,64.6847,35.4230,46.6343,82.0160,128.5732,164.0200,0.0450,0.1216,0.0050,240.0576,239.2424,121.1187,119.9851,0.9566
03-09-2025,15:39:28,Administrator: user,,193,2,480022280252450167,64.1435,35.3863,46.6583,82.0493,128.6310,164.0096,0.0265,0.0490,0.0053,240.4238,238.2229,120.0415,119.5474,0.5302
03-09-2025,15:40:51,Administrator: user,,194,2,480022280252450100,64.7100,35.4348,46.6749,82.0731,128.5790,164.0578,0.0598,0.0586,0.0031,238.5856,237.7659,118.8578,118.0742,1.5165
03-09-2025,15:41:57,Administrator: user,,195,2,480022280252450171,64.1282,35.4419,46.6391,82.0197,128.5739,164.0851,0.0494,0.0830,0.0041,239.2308,236.0137,119.5548,118.5879,1.0542
03-09-2025,15:43:20,Administrator: user,,196,2,480022280252450216,64.6216,35.4375,46.6397,82.0453,128.6188,164.0303,0.0255,0.1010,0.0052,239.7892,242.0705,120.6880,121.3740,-1.7702
03-09-2025,15:44:29,Administrator: user,,197,2,480022280252450231,64.1570,35.4839,46.5675,82.0180,128.5967,164.0182,0.0507,0.0969,0.0038,239.9150,240.2521,119.9841,120.3157,0.8931
03-09-2025,15:46:03,Administrator: user,,198,2,480022280252450177,64.2359,35.4245,46.5279,82.0264,128.6238,164.0298,0.0350,0.0420,0.0080,240.5066,239.8458,120.1434,119.0897,-0.2952
03-09-2025,15:47:08,Administrator: user,,199,2,480022280252450087,64.7584,35.4069,46.6182,82.0392,128.6425,164.0680,0.0831,0.0999,0.0045,239.4110,238.8970,118.8204,117.4375,1.0903
03-09-2025,15:48:51,Administrator: user,,200,2,480022280252450179,64.2126,35.4742,46.6377,82.0207,128.5896,164.0592,0.0858,0.0873,0.0037,240.9449,239.7258,120.2909,119.1269,-0.5209
03-09-2025,15:49:56,Administrator: user,,201,2,480022280252450175,64.1845,35.4716,46.5505,81.9849,128.6069,164.0523,0.0483,0.0632,0.0022,240.3361,238.5072,119.9745,119.0893,0.8946
03-09-2025,15:51:09,Administrator: user,,202,2,480022280252450302,64.6232,35.4707,46.5714,82.0541,128.6395,164.0543,0.0377,0.0471,0.0057,239.0832,238.6716,118.7975,117.5375,2.1911
03-09-2025,15:52:17,Administrator: user,,203,2,480022280252460179,64.6365,35.4223,46.6141,82.0149,128.6298,163.9811,0.0204,0.0766,0.0175,240.4405,240.8651,120.0972,122.1698,-0.5853
03-09-2025,15:53:28,Administrator: user,,204,2,480022280252450309,64.2191,35.4108,46.5628,82.0491,128.6304,164.1106,0.1594,0.2450,0.0042,241.8054,242.2515,121.4457,121.1222,-0.6195
03-09-2025,15:54:43,Administrator: user,,205,2,480022280252450171,64.1300,35.4371,46.6317,82.0162,128.5824,164.0860,0.0491,0.0847,0.0033,239.2690,236.8225,119.5559,118.5760,1.0683
03-09-2025,15:55:54,Administrator: user,,206,2,480022280252450271,64.1256,35.5443,46.5839,82.2035,128.5965,164.0419,0.0553,0.1005,0.0059,240.8989,239.4246,120.6676,118.9315,1.4359
03-09-2025,15:57:21,Administrator: user,,207,2,480022280252460076,64.2872,35.4151,46.5374,82.0206,128.7065,164.0454,0.0693,0.0939,0.0048,241.3563,241.3095,120.4072,120.4199,-0.2158
03-09-2025,15:58:28,Administrator: user,,208,2,480022280252450223,64.1720,35.4461,46.5434,82.0097,128.5365,164.0659,0.0789,0.0881,0.0023,240.5409,241.1486,120.0076,120.1611,-0.0563
03-09-2025,16:04:59,Administrator: user,,209,2,480022280252450249,64.2023,35.5085,46.5954,82.0124,128.6165,164.0903,0.0562,0.0532,0.0094,240.7075,240.8196,119.5541,119.6256,0.2356
03-09-2025,16:06:08,Administrator: user,,210,2,480022280252450272,64.5900,35.1458,46.5799,82.0663,128.6014,164.0454,0.0307,0.0992,0.0027,240.4104,237.5545,120.0107,118.1928,2.2295
03-09-2025,16:07:22,Administrator: user,,211,1,480022280252450212,64.6711,35.5171,46.6390,82.0316,128.5542,164.0565,0.0609,0.0831,0.0028,240.6619,241.0280,120.6982,121.6081,-0.7958
03-09-2025,16:08:29,Administrator: user,,212,2,480022280252450165,64.2599,35.4252,46.5058,82.0235,128.6154,164.0588,0.0717,0.0754,0.0021,239.5537,239.2996,118.9040,119.2210,1.2312
03-09-2025,16:09:36,Administrator: user,,213,2,480022280252450225,64.1813,35.3377,46.6840,82.1883,128.7079,164.0133,0.1039,0.1776,0.0046,240.5702,240.4279,122.6020,122.2451,-0.0010
03-09-2025,16:10:41,Administrator: user,,214,2,480022280252460180,64.2174,35.4468,46.5283,82.0227,128.6010,164.0405,0.1123,0.1478,0.0082,241.6080,243.6990,120.0637,121.0736,-0.9515
03-09-2025,16:11:50,Administrator: user,,215,0,480022280252460135,64.6109,35.5049,46.6926,82.0489,128.6539,164.0133,0.0780,0.1100,0.0065,239.4697,239.3446,119.0546,119.5830,1.3994
03-09-2025,16:14:06,Administrator: user,,216,2,480022280252460180,64.2197,35.4454,46.5288,82.0241,128.6020,164.0407,0.1113,0.1504,0.0045,241.6697,243.3007,119.9603,121.1065,-1.0175
03-09-2025,16:15:13,Administrator: user,,217,1,480022280252450157,64.7287,35.4566,46.6109,82.0176,128.6146,163.9981,0.0275,0.1002,0.0036,239.9173,241.9980,119.5983,120.4830,-0.4092
03-09-2025,16:16:22,Administrator: user,,218,2,480022280252460027,64.6224,35.4292,46.6370,82.0595,128.6028,163.9354,0.1127,0.1953,0.0037,241.0569,240.7906,120.9701,119.9914,0.9529
03-09-2025,16:17:42,Administrator: user,,219,2,480022280252460040,64.6343,35.4739,46.5879,82.0125,128.6148,164.0382,0.0693,0.0786,0.0065,240.0235,239.2649,118.4954,117.6245,1.0253
03-09-2025,16:18:49,Administrator: user,,220,2,480022280252460002,64.1929,35.3987,46.6234,82.0469,128.6721,164.0426,0.1091,0.1194,0.0038,238.9726,237.5871,119.2838,117.1056,2.9394
03-09-2025,16:19:56,Administrator: user,,221,2,480022280252460040,64.6359,35.4788,46.5859,82.0125,128.6161,164.0371,0.0710,0.0789,0.0069,240.0256,239.2661,118.5482,117.8450,1.0362
03-09-2025,16:20:59,Administrator: user,,222,2,480022280252450173,64.1896,35.4235,46.6706,82.0682,128.6735,164.0657,0.0637,0.0893,0.0020,239.6140,239.5222,119.2378,118.6000,-0.2080
03-09-2025,16:22:05,Administrator: user,,223,2,480022280252450185,64.1244,35.4787,46.5561,82.0345,128.6281,164.0383,0.0764,0.0976,0.0024,240.3507,240.1330,119.4797,119.9522,0.0907
03-09-2025,16:23:18,Administrator: user,,224,2,480022280252450257,64.2559,35.4619,46.5570,82.0102,128.5873,164.0294,0.0843,0.1017,0.0029,241.4028,241.3033,120.7466,120.3657,-0.4494
03-09-2025,16:24:20,Administrator: user,,225,2,480022280252450283,64.1904,35.4509,46.6094,82.0182,128.6071,164.0320,0.0492,0.1091,0.0024,241.5436,240.1964,121.3981,121.3450,-0.3116
03-09-2025,16:25:28,Administrator: user,,226,0,480022280252460025,64.5999,35.4084,46.6093,82.0520,128.6548,164.0469,0.0685,0.0896,0.0020,240.5275,240.1799,120.4236,120.0843,0.3021
03-09-2025,16:26:33,Administrator: user,,227,2,480022280252450261,64.2245,35.3646,46.5485,82.0409,128.6300,164.0790,0.0583,0.1089,0.0022,240.7337,240.6692,122.0041,121.5298,-0.2400
03-09-2025,16:27:39,Administrator: user,,228,2,480022280252450181,64.2789,35.5011,46.5601,82.0217,128.5853,164.0441,0.0702,0.0896,0.0017,241.0351,240.6792,121.2373,120.4302,-0.2143
03-09-2025,16:28:40,Administrator: user,,229,2,480022280252450261,64.2163,35.3672,46.5485,82.0400,128.6312,164.0791,0.0569,0.1082,0.0026,240.9051,240.9676,122.1603,121.5971,-0.2460
03-09-2025,16:41:06,Administrator: user,,230,2,480022280252450292,64.6471,35.4978,46.6174,82.0304,128.6583,164.0479,0.0845,0.1611,0.0132,241.6149,239.6639,120.8499,120.1239,-0.2771
03-09-2025,16:47:16,Administrator: user,,231,2,480022280252450221,64.2169,35.4040,46.5220,82.0178,128.5842,164.0155,0.0598,0.0895,0.0066,240.9315,240.9901,121.1754,122.1446,-1.3017
03-09-2025,16:48:30,Administrator: user,,232,1,480022280252460105,64.6563,35.5132,46.6893,82.0380,128.6431,164.0236,0.0707,0.0834,0.0081,240.0910,239.8206,119.6251,118.3095,0.3440
03-09-2025,16:49:49,Administrator: user,,233,0,480022280252460085,64.5763,35.4231,46.7010,82.0914,128.6809,164.1056,0.0897,0.1193,0.0067,241.1737,240.4791,120.8817,120.5678,-0.2484
03-09-2025,16:50:56,Administrator: user,,234,2,480022280252450211,64.2778,35.5120,46.6374,82.0236,128.6177,164.0617,0.0972,0.1351,0.0040,240.9802,241.1334,120.4866,121.1435,6.4745
03-09-2025,16:52:16,Administrator: user,,235,2,480022280252460176,64.2382,35.4525,46.5798,81.9932,128.5856,164.0183,0.1043,0.1696,0.0131,241.4216,242.4872,121.7505,122.8486,-1.5741
03-09-2025,16:53:25,Administrator: user,,236,2,480022280252460314,64.0727,35.5040,46.5950,82.0520,128.6484,164.0455,0.0527,0.0438,0.0054,240.9685,238.4518,119.7552,118.2650,2.9034
03-09-2025,16:54:35,Administrator: user,,237,1,480022280252460041,64.6049,35.6048,46.6423,82.0316,128.6023,164.0352,0.0734,0.0684,0.0029,240.0349,240.7013,120.5216,119.7304,0.1638
