Date,Hour,Operator,Batch Serial Number,Measure number,Measure state,Serial Number,L 64.8,L 35.4,L 46.6,L 82,L 128.6,L 164,Runout E31-E22,Runout E21-E12,Runout E11 tube end,Angular difference E32-E12 pos tool,Angular difference E31-E12 pos tool,Angular difference E22-E12 pos tool,Angular difference E21-E12 pos tool,Angular difference E11-E12 pos tool,
Drawing Id,,,,,,,52.6P,52.5P,52.4P,52.3P,52.2P,52.1P,301,301,301,29.3P,29.3P,29.2P,29.2P,29.1P
Description,,,,,,,,,,,,,,,,,,,,
Nominal value,,,,,,,64.8000,35.4000,46.6000,82.0000,128.6000,164.0000,0.0000,0.0000,0.0000,240.0000,240.0000,120.0000,120.0000,0.0000
03-09-2025,16:55:41,Administrator: user,,238,2,480022280252450301,64.2743,35.4383,46.6175,82.0154,128.6354,164.0323,0.0769,0.0682,0.0146,239.6523,238.5082,118.8492,118.3412,1.5774
03-09-2025,16:56:57,Administrator: user,,239,2,480022280252450247,64.2348,35.3897,46.7842,82.1242,128.7322,163.9679,0.1044,0.1911,0.0055,240.7385,241.1949,120.5718,120.4505,-0.0391
03-09-2025,16:57:58,Administrator: user,,240,2,480022280252450189,64.2151,35.5038,46.6863,82.0373,128.5751,164.0087,0.0949,0.1679,0.0022,240.6522,240.7005,121.8020,121.3257,0.6141
03-09-2025,16:59:05,Administrator: user,,241,2,480022280252450295,64.1957,35.4559,46.6452,82.0482,128.6770,164.0538,0.0873,0.0722,0.0120,239.0306,238.9369,119.6188,118.4646,1.9405
03-09-2025,17:00:18,Administrator: user,,242,1,480022280252450289,64.7119,35.5358,46.5775,81.9554,128.6076,164.0009,0.1106,0.1465,0.0145,240.8196,239.3769,120.5718,120.3294,0.7251
03-09-2025,17:01:20,Administrator: user,,243,2,480022280252460001,64.6091,35.4089,46.6761,82.0070,128.6584,164.0660,0.0499,0.0918,0.0074,240.7820,237.7419,121.0987,118.5045,2.0117
03-09-2025,17:02:23,Administrator: user,,244,2,480022280252460005,64.6532,35.3640,46.5965,82.0569,128.5490,164.0721,0.0678,0.0686,0.0033,239.3866,238.3041,120.4137,118.6308,2.1630
03-09-2025,17:03:39,Administrator: user,,245,0,480022280252450236,64.6021,35.4826,46.7090,82.1198,128.6995,164.0369,0.0290,0.0842,0.0034,239.7038,240.0368,119.8706,121.0258,0.3990
03-09-2025,17:04:42,Administrator: user,,246,2,480022280252460199,64.6003,35.3764,46.6264,82.0425,128.6411,164.0553,0.1309,0.1905,0.0035,240.7585,240.5636,121.6398,120.1140,-0.3866
03-09-2025,17:05:48,Administrator: user,,247,2,480022280252460231,64.6238,35.4506,46.6081,82.0596,128.6361,163.9912,0.1096,0.1571,0.0102,240.4823,239.6610,120.3552,119.9696,-0.1646
03-09-2025,17:06:56,Administrator: user,,248,2,480022280252460178,64.1670,35.2355,46.7553,82.1883,128.7933,164.0392,0.0679,0.0710,0.0013,240.2613,240.3108,118.5516,119.8315,-0.6711
03-09-2025,17:07:59,Administrator: user,,249,2,480022280252460351,64.2560,35.5086,46.5786,81.9710,128.5771,164.0718,0.0111,0.0323,0.0026,239.4417,238.6938,119.7290,117.7376,1.3471
03-09-2025,17:09:00,Administrator: user,,250,2,480022280252450331,64.6320,35.4271,46.6476,82.0065,128.6582,164.0573,0.1176,0.1330,0.0061,240.4414,238.6088,120.3499,117.5969,2.4425
03-09-2025,17:10:01,Administrator: user,,251,2,480022280252460003,64.6480,35.3756,46.7180,82.1338,128.7247,164.0085,0.0698,0.0901,0.0054,240.3110,238.7860,119.7799,118.6091,2.3551
03-09-2025,17:11:07,Administrator: user,,252,2,480022280252460217,64.5980,35.4159,46.5969,82.0028,128.6428,164.0159,0.0388,0.0780,0.0023,239.2166,238.5347,121.0857,118.5797,2.7753
03-09-2025,17:12:09,Administrator: user,,253,2,480022280252460302,64.2265,35.4562,46.5659,82.0051,128.6415,164.0667,0.0456,0.0442,0.0020,240.1881,239.3057,120.7033,118.7107,1.0782
03-09-2025,17:13:11,Administrator: user,,254,2,480022280252460339,64.1122,35.4957,46.5621,82.0528,128.6459,164.0752,0.0358,0.0516,0.0041,240.5851,239.2497,119.4703,119.0993,1.0246
03-09-2025,17:14:13,Administrator: user,,255,2,480022280252460219,64.6044,35.4066,46.6110,82.0288,128.6499,164.0503,0.0879,0.1740,0.0018,240.9835,239.5021,121.4598,120.1505,1.1394
03-09-2025,17:15:16,Administrator: user,,256,2,480022280252460300,64.1839,35.4535,46.6360,82.0351,128.6625,164.0590,0.1029,0.1278,0.0024,240.8889,239.5858,120.6724,118.9630,1.5344
03-09-2025,17:16:19,Administrator: user,,257,2,480022280252460192,64.1785,35.4279,46.6128,82.0217,128.6292,164.0520,0.1184,0.1510,0.0044,240.9364,240.5791,120.4402,118.7092,0.3589
03-09-2025,17:17:30,Administrator: user,,258,2,480022280252460177,64.5680,35.4305,46.5740,82.0280,128.5534,164.0411,0.0374,0.0899,0.0038,241.1006,242.5820,121.3866,122.1973,-1.9336
03-09-2025,17:18:34,Administrator: user,,259,2,480022280252460204,64.2211,35.4341,46.5939,82.0214,128.5914,164.0406,0.0824,0.1716,0.0104,241.2361,240.5866,121.3963,120.4679,0.3257
03-09-2025,17:27:26,Administrator: user,,260,2,480022280252460325,64.2151,35.3355,46.5938,82.0126,128.6661,164.0518,0.0223,0.0427,0.0150,240.1667,238.8450,120.3472,119.0779,0.3608
03-09-2025,17:28:58,Administrator: user,,261,2,480022280252460246,64.2618,35.4202,46.6490,82.0427,128.6209,164.0675,0.0982,0.1202,0.0361,241.1157,239.2355,119.7853,118.5245,1.3635
03-09-2025,17:32:06,Administrator: user,,262,2,480022280252460304,64.1456,35.5099,46.5928,82.0138,128.6233,164.0269,0.0972,0.1043,0.0033,241.3981,239.1793,120.7743,118.8365,0.6498
03-09-2025,17:33:12,Administrator: user,,263,0,480022280252460319,64.5397,35.4316,46.6364,82.0107,128.6219,164.0185,0.0958,0.1061,0.0102,240.9161,239.9632,120.9021,120.1205,0.9269
03-09-2025,17:34:22,Administrator: user,,264,2,480022280252460194,64.1816,35.5012,46.5226,82.0081,128.6061,164.0651,0.0941,0.1022,0.0056,241.9975,240.5311,120.7682,118.9746,0.2708
03-09-2025,17:35:25,Administrator: user,,265,2,480022280252460323,64.2685,35.3831,46.5828,82.0266,128.6167,164.0440,0.0707,0.1210,0.0048,240.8702,239.5242,120.9473,120.0531,0.8516
03-09-2025,17:36:28,Administrator: user,,266,2,480022280252460152,64.1217,35.4237,46.6546,82.0520,128.6441,164.0586,0.0431,0.0745,0.0019,239.7307,240.5559,120.2190,119.6102,0.1255
03-09-2025,17:37:43,Administrator: user,,267,2,480022280252460220,64.0897,35.3603,46.5652,82.0545,128.6158,164.0635,0.0617,0.0422,0.0106,239.6782,237.7643,119.8480,117.6214,2.5812
03-09-2025,17:38:46,Administrator: user,,268,1,480022280252460343,64.3149,35.5324,46.5949,82.0230,128.6343,164.0297,0.0676,0.1180,0.0029,240.4587,239.6834,119.4157,118.4212,0.9472
03-09-2025,17:39:59,Administrator: user,,269,0,480022280252460161,64.6048,35.4405,46.6043,82.0028,128.6230,164.0524,0.0623,0.1179,0.0179,240.4149,239.9151,120.4818,119.7273,0.3544
03-09-2025,17:41:06,Administrator: user,,270,2,480022280252460333,64.2332,35.3932,46.6235,82.0797,128.7295,163.9728,0.0682,0.0950,0.0022,240.2633,239.2358,119.1980,118.2029,0.2632
03-09-2025,17:42:10,Administrator: user,,271,2,480022280252460296,64.0731,35.4825,46.5428,82.0203,128.6330,164.0201,0.0338,0.0353,0.0030,240.9626,238.7966,120.8299,119.4834,0.8304
03-09-2025,17:43:42,Administrator: user,,272,2,480022280252450207,64.2568,35.5273,46.5622,82.0014,128.5731,164.0147,0.0651,0.0798,0.0108,240.6073,240.7099,119.4187,120.5108,-0.8272
03-09-2025,17:44:53,Administrator: user,,273,1,480022280252460027,64.6227,35.4327,46.6360,82.0627,128.6106,163.9379,0.0735,0.1234,0.0027,240.6743,240.2808,120.5103,119.5354,1.0925
03-09-2025,17:45:56,Administrator: user,,274,1,480022280252460210,64.6230,35.4167,46.6492,82.0302,128.5672,164.0263,0.1036,0.1244,0.0029,240.5017,239.1250,120.3806,119.1417,1.1600
03-09-2025,17:46:57,Administrator: user,,275,2,480022280252460341,64.1667,35.5061,46.6483,81.9769,128.6553,164.0469,0.0554,0.1201,0.0034,240.8399,240.2321,120.6931,119.7805,1.0257
03-09-2025,18:06:18,Administrator: user,,276,2,480022280252460176,64.2377,35.4330,46.5796,81.9926,128.5845,164.0161,0.1035,0.1683,0.0044,241.1457,242.2464,121.6015,122.7822,-1.6446
03-09-2025,18:07:55,Administrator: user,,277,2,480022280252460176,64.2407,35.4486,46.5806,81.9896,128.5821,164.0197,0.1080,0.1689,0.0022,241.1228,242.2959,121.5998,122.6690,-1.6020
03-09-2025,18:08:57,Administrator: user,,278,2,480022280252460314,64.0788,35.4940,46.5921,82.0487,128.6478,164.0428,0.0569,0.0492,0.0098,240.7480,238.2994,119.7472,118.2076,2.9346
03-09-2025,18:10:05,Administrator: user,,279,2,480022280252460003,64.6952,35.4768,46.6280,82.0082,128.5704,164.0360,0.0692,0.0875,0.0142,240.2184,238.5437,119.7551,118.6696,2.3289
03-09-2025,18:12:34,Administrator: user,,280,0,480022280252460201,64.5480,35.5089,46.6153,82.0546,128.6262,164.0515,0.0468,0.0999,0.0057,241.3484,239.2693,121.2628,120.0596,0.7781
03-09-2025,18:13:44,Administrator: user,,281,2,480022280252460215,64.6162,35.4090,46.5588,82.0210,128.6503,163.9964,0.1152,0.1925,0.0072,240.7705,239.6453,121.3686,119.8430,1.1646
03-09-2025,18:15:04,Administrator: user,,282,2,480022280252460216,64.2688,35.4918,46.5781,82.0103,128.6228,164.0306,0.1152,0.1559,0.0207,240.7858,239.5024,119.9318,118.3976,1.6306
03-09-2025,18:16:05,Administrator: user,,283,2,480022280252450328,64.6749,35.4526,46.6086,82.0121,128.6285,164.0191,0.0788,0.1529,0.0049,240.4718,237.5743,120.9322,118.5098,1.8724
03-09-2025,18:17:19,Administrator: user,,284,2,480022280252460218,64.2224,35.4758,46.5810,82.0343,128.6410,164.0629,0.0909,0.1040,0.0099,241.4568,239.1837,121.2324,119.4773,1.7559
03-09-2025,18:18:25,Administrator: user,,285,2,480022280252450221,64.2136,35.4139,46.5290,82.0177,128.5850,164.0219,0.0809,0.0903,0.0020,240.6697,240.8062,121.0060,122.1329,-2.1797
03-09-2025,18:19:41,Administrator: user,,286,2,480022280252450189,64.1949,35.5024,46.6899,82.0387,128.5777,164.0089,0.0944,0.1674,0.0015,240.5173,240.6376,120.4460,121.3931,0.5963
03-09-2025,18:20:46,Administrator: user,,287,0,480022280252450292,64.6451,35.4960,46.6168,82.0301,128.6598,164.0340,0.0524,0.0946,0.0131,241.1509,239.2126,120.2804,119.6529,-0.1329
03-09-2025,18:22:14,Administrator: user,,288,2,480022280252450247,64.2739,35.5071,46.5290,81.9968,128.6203,163.9411,0.1038,0.1921,0.0061,240.6936,241.1677,120.8749,120.6077,-0.0431
03-09-2025,18:23:20,Administrator: user,,289,2,480022280252460256,64.1836,35.3768,46.6417,82.0382,128.6033,164.0243,0.0697,0.1173,0.0158,241.1201,240.4484,121.0977,120.4389,0.3883
03-09-2025,18:24:30,Administrator: user,,290,2,480022280252460281,64.6217,35.4752,46.6402,82.0210,128.6454,164.0095,0.0897,0.1670,0.0069,241.2063,239.5009,121.4666,120.1157,1.6596
03-09-2025,18:25:34,Administrator: user,,291,2,480022280252460321,64.2140,35.4019,46.6492,82.0528,128.6430,164.0829,0.0388,0.0465,0.0176,242.9215,242.4208,123.2070,121.7615,-1.8689
03-09-2025,18:27:31,Administrator: user,,292,2,480022280252460160,64.1240,35.4356,46.5691,82.0269,128.6044,164.1172,0.0619,0.0700,0.0093,240.0141,238.7820,118.8212,119.6990,0.3659
03-09-2025,18:28:33,Administrator: user,,293,2,480022280252450215,64.2897,35.3931,46.6232,82.0070,128.5500,164.0099,0.0361,0.1331,0.0247,241.3908,241.7619,121.2611,121.2711,-2.2188
03-09-2025,18:29:35,Administrator: user,,294,2,480022280252450100,64.7073,35.4311,46.6757,82.0697,128.5846,164.0582,0.0597,0.0572,0.0047,238.6163,237.6701,118.8926,119.3367,1.4694
03-09-2025,18:30:38,Administrator: user,,295,2,480022280252450216,64.6245,35.4463,46.6448,82.0402,128.6136,164.0234,0.0269,0.1017,0.0052,239.7483,242.0170,120.6385,121.2380,-1.7264
03-09-2025,18:31:39,Administrator: user,,296,2,480022280252450087,64.7506,35.3980,46.6281,82.0434,128.6504,164.0718,0.0854,0.1023,0.0045,238.9233,238.3568,118.4912,117.0032,1.4911
03-09-2025,18:33:12,Administrator: user,,297,2,480022280252460132,64.1063,35.5017,46.6399,82.0735,128.6839,164.0748,0.0711,0.0812,0.0514,240.6110,240.8585,119.2133,119.5581,-1.1244
03-09-2025,18:34:24,Administrator: user,,298,2,480022280252450285,64.1249,35.3918,46.6204,82.0646,128.6349,164.0104,0.0623,0.0711,0.0045,240.8485,239.9843,122.0936,121.2813,-1.0886
03-09-2025,18:35:33,Administrator: user,,299,2,480022280252450199,64.0681,35.4716,46.5811,82.0233,128.6025,164.0939,0.0582,0.1412,0.0025,241.4808,240.5192,120.4482,120.4066,-0.0833
03-09-2025,18:37:06,Administrator: user,,300,2,480022280252450272,64.5873,35.2449,46.5780,82.0579,128.5998,164.0389,0.0284,0.1038,0.0101,240.5364,237.7858,120.2337,118.3259,2.1259
03-09-2025,18:38:28,Administrator: user,,301,2,480022280252450195,64.1079,35.4738,46.6327,82.0242,128.6047,164.0188,0.0267,0.0276,0.0094,239.8280,239.4787,120.3814,119.7734,-0.0538
03-09-2025,18:39:38,Administrator: user,,302,0,480022280252460412,64.6366,35.4296,46.5832,82.0308,128.6161,164.0228,0.0244,0.0216,0.0037,240.4413,240.2896,120.4411,120.2031,-0.0382
03-09-2025,18:40:50,Administrator: user,,303,2,480022280252460310,64.6318,35.5084,46.6163,81.9715,128.5598,163.9270,0.0565,0.1560,0.0019,240.5997,237.5614,120.8397,118.8112,3.2243
03-09-2025,18:41:56,Administrator: user,,304,2,480022280252450225,64.2409,35.5222,46.5022,81.9863,128.5441,163.9727,0.1037,0.1769,0.0097,239.5585,240.4533,122.4530,122.1892,-0.1252
03-09-2025,18:43:10,Administrator: user,,305,2,480022280252450291,64.5744,35.4313,46.6269,81.9765,128.6322,163.9940,0.1510,0.2126,0.0083,241.0376,240.1509,121.4526,120.9618,1.1290
03-09-2025,18:44:29,Administrator: user,,306,2,480022280252450169,64.0440,35.4024,46.7072,82.2004,128.7492,164.0703,0.0569,0.1057,0.0042,241.6505,240.7466,122.3854,120.5839,0.2496
03-09-2025,18:45:48,Administrator: user,,307,2,480022280252460116,64.1048,35.4783,46.6915,82.0016,128.5769,163.9430,0.1581,0.2735,0.0307,241.3597,241.4645,121.2503,120.4140,-0.4488
03-09-2025,18:46:49,Administrator: user,,308,2,480022280252460098,64.1076,35.5128,46.6303,82.0311,128.6285,164.0570,0.0596,0.1297,0.0065,241.3723,240.4142,121.0904,119.9070,0.5895
03-09-2025,18:47:59,Administrator: user,,309,2,480022280252460154,64.0430,35.3449,46.6797,82.0842,128.7108,164.1126,0.0746,0.0768,0.0057,240.3488,241.1724,119.5903,120.2392,-0.2576
03-09-2025,18:49:06,Administrator: user,,310,2,480022280252460078,64.1001,35.4128,46.6222,82.0196,128.6789,164.0968,0.1245,0.1661,0.0078,241.2024,240.1282,119.6110,120.1455,-0.6203
03-09-2025,18:50:16,Administrator: user,,311,2,480022280252450245,64.0556,35.4248,46.7410,82.1749,128.7552,163.9921,0.0696,0.1542,0.0081,239.7829,241.4388,120.7366,121.9992,-0.2607
03-09-2025,18:51:36,Administrator: user,,312,2,480022280252450239,64.0494,35.4516,46.6470,82.0212,128.6169,164.0207,0.0452,0.1040,0.0152,240.4201,241.6861,121.1175,121.2008,-0.7109
03-09-2025,18:53:06,Administrator: user,,313,2,480022280252460172,64.0820,35.3917,46.5972,82.0371,128.6411,164.0466,0.0401,0.0223,0.0089,239.8276,240.6269,119.9898,121.2148,-0.2377
03-09-2025,18:54:14,Administrator: user,,314,2,480022280252450293,64.0854,35.4918,46.5284,81.9636,128.5497,163.9965,0.0201,0.0626,0.0206,240.1420,239.7029,120.5377,119.7035,1.2298
03-09-2025,18:55:21,Administrator: user,,315,2,480022280252450327,63.9718,35.4219,46.5655,81.9919,128.6104,163.9466,0.0903,0.1237,0.0070,239.7310,238.6405,119.5630,117.7638,2.6891
03-09-2025,18:56:32,Administrator: user,,316,2,480022280252450319,64.1296,35.4260,46.5753,81.9975,128.5563,164.0162,0.0410,0.1254,0.0043,240.9060,239.7456,120.5496,120.8269,0.0892
03-09-2025,18:57:41,Administrator: user,,317,2,480022280252460005,64.6517,35.3631,46.5962,82.0559,128.5508,164.0595,0.0684,0.0705,0.0044,239.2894,238.2245,120.3496,118.5736,2.2284
03-09-2025,18:58:41,Administrator: user,,318,2,480022280252450261,64.2093,35.3665,46.5468,82.0404,128.6299,164.0747,0.0578,0.1070,0.0022,240.8066,240.7714,121.8396,121.4823,-0.2537
03-09-2025,18:59:46,Administrator: user,,319,2,480022280252450335,64.0963,35.4315,46.5971,81.9945,128.6379,164.0118,0.0465,0.0986,0.0124,240.1188,238.1740,120.9153,118.3448,2.5363
03-09-2025,19:00:52,Administrator: user,,320,2,480022280252460122,64.0337,35.4887,46.6285,82.0051,128.6190,164.0598,0.0529,0.0347,0.0068,241.4956,240.1535,120.9574,119.7011,-0.3271
03-09-2025,19:02:01,Administrator: user,,321,2,480022280252460018,64.1058,35.4237,46.5472,81.9761,128.6071,164.0629,0.0111,0.0739,0.0044,240.2218,239.6044,120.5756,119.3259,1.0285
03-09-2025,19:03:09,Administrator: user,,322,2,480022280252460020,64.1105,35.5609,46.5519,81.9916,128.5505,163.9877,0.0465,0.0995,0.0078,240.7272,239.1197,120.8264,120.0208,1.0971
03-09-2025,19:04:12,Administrator: user,,323,2,480022280252460177,64.5610,35.4286,46.5797,82.0290,128.5577,164.0408,0.0414,0.0908,0.0040,241.1853,242.6417,121.4318,122.3338,-2.0430
03-09-2025,19:05:27,Administrator: user,,324,2,480022280252460192,64.1752,35.4259,46.6137,82.0202,128.6285,164.0509,0.1168,0.1504,0.0093,240.8009,240.4770,120.3429,118.6642,0.3574
03-09-2025,19:06:29,Administrator: user,,325,2,480022280252460002,64.1905,35.4034,46.6256,82.0449,128.6721,164.0399,0.1151,0.1240,0.0052,239.6563,238.2584,119.9242,117.8811,2.3441
03-09-2025,19:07:33,Administrator: user,,326,2,480022280252450332,64.6554,35.3964,46.7107,82.0662,128.6847,164.0686,0.0871,0.1338,0.0171,240.6617,239.2652,121.2958,119.0541,2.1992
03-09-2025,19:08:36,Administrator: user,,327,2,480022280252460231,64.6356,35.4492,46.6075,82.0514,128.6352,163.9884,0.1079,0.1558,0.0130,240.5912,239.7118,120.4939,120.0810,-0.0147
03-09-2025,19:09:42,Administrator: user,,328,2,480022280252460199,64.5957,35.3678,46.6252,82.0396,128.6470,164.0521,0.1394,0.1863,0.0149,240.9447,240.6920,121.7342,120.2204,-0.3462
03-09-2025,19:10:49,Administrator: user,,329,2,480022280252460040,64.6275,35.4789,46.5857,82.0108,128.6159,164.0329,0.0701,0.0764,0.0050,240.0502,239.2765,118.3929,117.8419,1.0188
03-09-2025,19:11:54,Administrator: user,,330,2,480022280252460226,64.1092,35.4019,46.5420,82.0086,128.5928,164.0213,0.1187,0.1639,0.0069,241.7201,240.8596,121.7829,119.3808,0.3161
03-09-2025,19:13:00,Administrator: user,,331,2,480022280252450251,64.1326,35.4547,46.5858,82.0500,128.5878,164.0495,0.0647,0.0541,0.0093,240.1715,239.9088,119.7452,119.2841,-0.1121
03-09-2025,19:14:10,Administrator: user,,332,1,480022280252460001,64.6079,35.4123,46.6776,82.0029,128.6591,164.0623,0.0474,0.0777,0.0271,241.2730,238.2806,121.5680,119.3294,1.2919
03-09-2025,19:15:22,Administrator: user,,333,2,480022280252450302,64.5745,35.3585,46.7582,82.1532,128.7522,164.0197,0.0364,0.0449,0.0053,239.1665,238.5318,119.7331,117.6244,2.0942
03-09-2025,19:16:32,Administrator: user,,334,2,480022280252450330,64.6316,35.4034,46.6244,82.0580,128.6311,164.0159,0.0449,0.0567,0.0126,239.7442,237.3535,120.4239,117.8648,3.2804
03-09-2025,19:17:39,Administrator: user,,335,2,480022280252460035,64.6238,35.4833,46.6399,82.0278,128.5665,164.0293,0.0468,0.0926,0.0109,241.3503,240.7418,122.7466,120.0733,0.1154
03-09-2025,19:18:46,Administrator: user,,336,2,480022280252460180,64.2115,35.4354,46.5225,82.0319,128.6049,164.0329,0.1187,0.1564,0.0074,241.6453,242.5782,120.0419,121.1649,-1.0493
03-09-2025,19:20:06,Administrator: user,,337,2,480022280252450334,64.6035,35.4311,46.6474,82.0438,128.6482,164.0836,0.0752,0.0736,0.0529,240.9810,238.5097,120.9405,117.9796,2.2595
03-09-2025,19:21:15,Administrator: user,,338,2,480022280252450326,64.6113,35.3795,46.6609,82.0190,128.6692,164.0496,0.0704,0.0973,0.0120,239.9211,237.4033,120.7928,118.6671,2.3513
03-09-2025,19:22:23,Administrator: user,,339,2,480022280252460138,64.2636,35.4645,46.5592,82.0369,128.6615,164.0323,0.0944,0.1073,0.0166,239.3476,239.2570,120.0677,118.9010,2.2182
03-09-2025,19:23:25,Administrator: user,,340,2,480022280252450309,64.2109,35.4094,46.5618,82.0460,128.6336,164.1095,0.1606,0.2390,0.0041,241.7417,242.1310,121.4172,121.3572,-0.5996
03-09-2025,19:24:33,Administrator: user,,341,2,480022280252460217,64.5855,35.4100,46.6066,81.9998,128.6418,164.0172,0.0384,0.0753,0.0047,239.2451,238.5519,121.0620,118.6767,2.7700
03-09-2025,19:25:35,Administrator: user,,342,2,480022280252450171,64.1306,35.4440,46.6339,82.0132,128.5765,164.0759,0.0488,0.0846,0.0045,239.4515,238.3540,119.6790,118.6713,0.9373
03-09-2025,19:26:44,Administrator: user,,343,2,480022280252460406,64.5893,35.4155,46.5463,82.0053,128.5953,163.9826,0.0746,0.1624,0.0092,240.4037,239.9423,122.0596,121.3011,-0.7214
03-09-2025,19:28:01,Administrator: user,,344,2,480022280252450211,64.2707,35.5046,46.6351,82.0239,128.6250,164.0613,0.0938,0.1337,0.0099,240.9064,241.4636,118.8903,121.1012,-0.9258
03-09-2025,19:29:06,Administrator: user,,345,2,480022280252460220,64.0893,35.3580,46.5620,82.0488,128.6154,164.0533,0.0785,0.0453,0.0102,239.7354,237.8508,119.9005,117.6278,2.5386
03-09-2025,19:30:11,Administrator: user,,346,2,480022280252450331,64.6334,35.4330,46.6445,82.0058,128.6582,164.0517,0.1196,0.1271,0.0126,240.2861,238.5115,120.2972,117.6143,2.4447
03-09-2025,19:31:17,Administrator: user,,347,2,480022280252460351,64.2532,35.5117,46.5749,81.9598,128.5794,164.0642,0.0116,0.0326,0.0316,239.4798,238.7407,119.7376,117.8768,1.3517
03-09-2025,19:32:23,Administrator: user,,348,2,480022280252460219,64.6147,35.4259,46.6165,82.0264,128.6499,164.0464,0.0885,0.1779,0.0109,240.7766,239.5759,121.4950,120.3423,1.0993
03-09-2025,19:33:34,Administrator: user,,349,2,480022280252460391,64.6537,35.4582,46.6146,82.0419,128.6056,164.0642,0.0770,0.0809,0.0042,240.5312,238.7347,120.2943,117.9516,1.6295
03-09-2025,19:34:42,Administrator: user,,350,2,480022280252460387,64.6456,35.4895,46.5070,82.0002,128.6069,164.0367,0.0445,0.1166,0.0160,239.6447,238.1797,120.1187,119.0658,2.4092
03-09-2025,19:35:50,Administrator: user,,351,2,480022280252460179,64.6197,35.4188,46.6371,82.0335,128.6239,163.9983,0.0260,0.0778,0.0113,240.4445,240.9478,120.1831,122.1475,-0.5423
03-09-2025,19:36:54,Administrator: user,,352,2,480022280252460036,64.2528,35.3884,46.5410,81.9717,128.6499,164.0195,0.0377,0.0675,0.0286,239.4559,239.4676,120.3630,118.9599,2.1552
03-09-2025,19:38:04,Administrator: user,,353,0,480022280252460043,64.6108,35.3688,46.6076,82.0124,128.6420,163.9969,0.0541,0.1053,0.0105,239.7808,238.8933,119.3886,119.4054,1.2427
03-09-2025,19:39:34,Administrator: user,,354,2,480022280252460276,64.1459,35.4390,46.5618,81.9999,128.6262,164.0385,0.0891,0.1413,0.0094,241.1159,239.6749,120.6472,119.7408,1.6026
03-09-2025,19:41:01,Administrator: user,,355,2,480022280252460386,64.5934,35.5154,46.5965,82.0488,128.6226,164.0412,0.0443,0.0388,0.0088,237.9231,238.3545,118.8782,117.8940,2.1144
03-09-2025,19:42:39,Administrator: user,,356,2,480022280252460204,64.2174,35.4307,46.5973,82.0270,128.5905,164.0375,0.0837,0.1744,0.0114,241.2417,240.4844,121.3826,120.5422,0.3612
03-09-2025,19:44:30,Administrator: user,,357,2,480022280252450270,64.5793,35.3989,46.6286,82.0800,128.6165,164.0670,0.0909,0.0787,0.0419,240.4334,237.8241,119.0341,117.8494,2.4351
03-09-2025,19:47:42,Administrator: user,,358,2,480022280252460016,64.5372,35.4584,46.5918,81.9981,128.5572,164.0387,0.0388,0.0655,0.0088,238.4195,237.2985,119.0285,118.0212,2.1302
03-09-2025,19:49:57,Administrator: user,,359,2,480022280252460309,64.6349,35.4020,46.6482,82.0573,128.6557,164.0559,0.0657,0.0583,0.0085,241.0342,239.0305,118.9050,117.3740,1.6334
03-09-2025,19:53:19,Administrator: user,,360,2,480022280252460313,64.6012,35.4923,46.6605,82.0607,128.6174,164.0650,0.0372,0.0863,0.0140,239.6743,237.6854,119.7300,118.3457,2.3269
03-09-2025,19:54:31,Administrator: user,,361,2,480022280252450333,64.4056,35.4185,46.6374,82.0300,128.5940,164.0301,0.0847,0.1496,0.0017,241.4355,238.2305,121.7516,120.2812,2.3596
03-09-2025,19:55:37,Administrator: user,,362,2,480022280252460311,64.5850,35.4287,46.6256,82.0478,128.6272,164.0547,0.0218,0.0383,0.0761,240.2665,237.6169,108.4309,118.4031,2.2331
03-09-2025,19:56:46,Administrator: user,,363,2,480022280252450329,64.3067,35.5110,46.6556,82.0353,128.5833,164.0310,0.0640,0.0870,0.0138,240.3269,238.2950,120.6378,117.5356,1.9688
03-09-2025,19:58:24,Administrator: user,,364,2,480022280252460146,64.1191,35.4148,46.6135,82.0186,128.6339,164.0345,0.1492,0.2472,0.0225,241.0952,240.1888,121.1477,121.4132,0.7987
03-09-2025,19:59:42,Administrator: user,,365,2,480022280252460312,64.4182,35.4182,46.6156,82.0489,128.6797,164.0541,0.0713,0.0526,0.0391,238.9893,237.2728,119.9711,117.9442,2.2339
03-09-2025,20:00:53,Administrator: user,,366,2,480022280252460307,64.6205,35.4652,46.6463,82.0457,128.5077,164.0186,0.0133,0.0371,0.0102,240.2425,238.1738,120.3691,117.6138,1.9974
03-09-2025,21:11:39,Administrator: user,,367,0,480021280252460001,64.8625,35.4083,46.6683,82.0762,128.5059,164.1672,0.0698,0.1149,0.0090,240.2550,239.6324,119.6911,118.8701,0.0853
03-09-2025,21:14:04,Administrator: user,,368,0,480021280252460002,64.6650,35.4440,46.5909,82.0366,128.4221,164.0908,0.0425,0.0376,0.0079,238.9878,238.4607,119.0066,119.8711,-0.0174
03-09-2025,21:15:09,Administrator: user,,369,0,480021280252450483,64.5914,35.3685,46.5267,82.1094,128.4499,164.1663,0.0871,0.0769,0.0060,239.1218,239.0461,120.5476,119.1018,0.8152
03-09-2025,21:16:13,Administrator: user,,370,1,480021280252450480,64.6069,35.4015,46.6578,82.0570,128.4374,164.1154,0.0518,0.1325,0.0046,240.8192,241.5731,120.9068,121.1809,-0.3148
